OrderID,Date,Customer,Region,Category,MenuItem,Quantity,Price,Sales
1422,26:10.3,Customer_20,North,Continental,Curry,4,326,1304
1423,43:20.2,Customer_56,South,Fast Food,Curry,2,480,960
1424,00:30.0,Customer_223,East,Asian,Steak,2,559,1118
1425,17:39.9,Customer_177,East,Healthy,Noodles,3,106,318
1426,34:49.7,Customer_161,North,Fast Food,Pasta,2,128,256
1427,51:59.6,Customer_224,East,Fast Food,Curry,1,132,132
1428,09:09.5,Customer_262,East,Asian,Pizza,5,745,3725
1429,26:19.3,Customer_60,North,Continental,Noodles,5,978,4890
1430,43:29.2,Customer_198,East,Asian,Pizza,4,178,712
1431,00:39.0,Customer_296,West,Fast Food,Noodles,2,558,1116
1432,17:48.9,Customer_98,West,Main Course,Tacos,1,669,669
1433,34:58.7,Customer_131,West,Main Course,Steak,4,637,2548
1434,52:08.6,Customer_23,West,Fast Food,Curry,3,581,1743
1435,09:18.5,Customer_224,East,Main Course,Noodles,4,529,2116
1436,26:28.3,Customer_1,South,Continental,Pasta,4,837,3348
1437,43:38.2,Customer_267,West,Asian,Steak,2,384,768
1438,00:48.0,Customer_276,West,Healthy,Pasta,3,615,1845
1439,17:57.9,Customer_101,East,Asian,Pasta,4,198,792
1440,35:07.8,Customer_187,East,Healthy,Burger,1,496,496
1441,52:17.6,Customer_221,North,Fast Food,Tacos,1,588,588
1442,09:27.5,Customer_36,West,Fast Food,Steak,5,138,690
1443,26:37.3,Customer_170,North,Healthy,Steak,3,370,1110
1444,43:47.2,Customer_161,West,Main Course,Sushi,3,986,2958
1445,00:57.0,Customer_64,South,Fast Food,Noodles,5,896,4480
1446,18:06.9,Customer_154,East,Continental,Tacos,4,256,1024
1447,35:16.8,Customer_260,East,Continental,Tacos,3,174,522
1448,52:26.6,Customer_159,North,Continental,Steak,1,983,983
1449,09:36.5,Customer_210,North,Continental,Sandwich,1,899,899
1450,26:46.3,Customer_168,East,Healthy,Salad,2,229,458
1451,43:56.2,Customer_207,East,Main Course,Tacos,3,786,2358
1452,01:06.1,Customer_152,East,Healthy,Sushi,4,183,732
1453,18:15.9,Customer_284,West,Fast Food,Salad,5,121,605
1454,35:25.8,Customer_66,West,Continental,Curry,5,558,2790
1455,52:35.6,Customer_99,South,Continental,Pasta,4,638,2552
1456,09:45.5,Customer_216,West,Continental,Pasta,2,806,1612
1457,26:55.3,Customer_195,East,Fast Food,Tacos,5,948,4740
1458,44:05.2,Customer_90,West,Asian,Steak,3,481,1443
1459,01:15.1,Customer_292,North,Healthy,Noodles,2,847,1694
1460,18:24.9,Customer_155,East,Main Course,Salad,3,539,1617
1461,35:34.8,Customer_208,West,Fast Food,Noodles,1,703,703
1462,52:44.6,Customer_281,East,Asian,Sushi,2,120,240
1463,09:54.5,Customer_1,North,Asian,Noodles,5,402,2010
1464,27:04.4,Customer_156,North,Main Course,Sandwich,2,968,1936
1465,44:14.2,Customer_147,West,Fast Food,Sandwich,2,183,366
1466,01:24.1,Customer_108,East,Asian,Sandwich,2,873,1746
1467,18:33.9,Customer_221,South,Continental,Steak,2,758,1516
1468,35:43.8,Customer_297,North,Main Course,Salad,3,552,1656
1469,52:53.6,Customer_165,South,Continental,Sushi,1,486,486
1470,10:03.5,Customer_239,West,Main Course,Pasta,4,606,2424
1471,27:13.4,Customer_227,North,Healthy,Pasta,2,356,712
1472,44:23.2,Customer_227,South,Healthy,Noodles,5,669,3345
1473,01:33.1,Customer_110,North,Fast Food,Noodles,2,991,1982
1474,18:42.9,Customer_262,South,Asian,Sushi,5,626,3130
1475,35:52.8,Customer_243,East,Continental,Burger,3,261,783
1476,53:02.7,Customer_87,East,Asian,Sushi,5,262,1310
1477,10:12.5,Customer_44,West,Healthy,Noodles,4,931,3724
1478,27:22.4,Customer_146,North,Continental,Curry,1,892,892
1479,44:32.2,Customer_264,South,Fast Food,Steak,5,891,4455
1480,01:42.1,Customer_172,West,Asian,Steak,5,623,3115
1481,18:51.9,Customer_48,East,Main Course,Tacos,1,885,885
1482,36:01.8,Customer_121,East,Main Course,Noodles,4,370,1480
1483,53:11.7,Customer_159,West,Continental,Salad,2,591,1182
1484,10:21.5,Customer_116,North,Main Course,Tacos,5,307,1535
1485,27:31.4,Customer_102,South,Main Course,Pizza,1,638,638
1486,44:41.2,Customer_76,East,Healthy,Noodles,3,683,2049
1487,01:51.1,Customer_13,West,Fast Food,Burger,1,159,159
1488,19:01.0,Customer_24,East,Main Course,Pizza,3,529,1587
1489,36:10.8,Customer_126,East,Main Course,Tacos,4,756,3024
1490,53:20.7,Customer_244,South,Asian,Pasta,2,704,1408
1491,10:30.5,Customer_38,North,Continental,Pizza,1,408,408
1492,27:40.4,Customer_234,North,Healthy,Pizza,5,619,3095
1493,44:50.2,Customer_213,South,Continental,Sandwich,4,690,2760
1494,02:00.1,Customer_295,West,Asian,Salad,1,126,126
1495,19:10.0,Customer_100,West,Asian,Pasta,5,785,3925
1496,36:19.8,Customer_197,North,Asian,Salad,1,661,661
1497,53:29.7,Customer_254,East,Main Course,Salad,3,298,894
1498,10:39.5,Customer_205,East,Continental,Pasta,1,486,486
1499,27:49.4,Customer_125,West,Continental,Pizza,1,448,448
1500,44:59.2,Customer_76,South,Continental,Salad,1,792,792
1501,02:09.1,Customer_3,East,Fast Food,Sandwich,4,635,2540
1502,19:19.0,Customer_55,West,Healthy,Noodles,1,927,927
1503,36:28.8,Customer_218,South,Main Course,Pizza,5,477,2385
1504,53:38.7,Customer_113,North,Healthy,Sushi,3,998,2994
1505,10:48.5,Customer_91,South,Main Course,Curry,3,657,1971
1506,27:58.4,Customer_266,North,Continental,Burger,1,626,626
1507,45:08.3,Customer_238,West,Fast Food,Steak,4,252,1008
1508,02:18.1,Customer_26,South,Fast Food,Noodles,4,833,3332
1509,19:28.0,Customer_286,West,Continental,Sandwich,5,305,1525
1510,36:37.8,Customer_128,North,Healthy,Noodles,1,554,554
1511,53:47.7,Customer_63,East,Asian,Tacos,3,372,1116
1512,10:57.5,Customer_234,East,Continental,Sandwich,4,993,3972
1513,28:07.4,Customer_69,North,Main Course,Noodles,1,335,335
1514,45:17.3,Customer_238,East,Healthy,Salad,4,951,3804
1515,02:27.1,Customer_272,East,Asian,Pizza,4,839,3356
1516,19:37.0,Customer_287,South,Fast Food,Tacos,3,620,1860
1517,36:46.8,Customer_163,South,Main Course,Tacos,2,777,1554
1518,53:56.7,Customer_227,East,Fast Food,Tacos,5,930,4650
1519,11:06.6,Customer_259,South,Main Course,Sushi,5,825,4125
1520,28:16.4,Customer_219,North,Asian,Noodles,3,600,1800
1521,45:26.3,Customer_281,South,Main Course,Pizza,4,216,864
1522,02:36.1,Customer_229,South,Asian,Pizza,1,485,485
1523,19:46.0,Customer_82,South,Continental,Salad,4,443,1772
1524,36:55.8,Customer_244,West,Continental,Sandwich,3,683,2049
1525,54:05.7,Customer_231,North,Main Course,Steak,5,494,2470
1526,11:15.6,Customer_133,East,Healthy,Curry,4,163,652
1527,28:25.4,Customer_127,East,Fast Food,Sandwich,5,816,4080
1528,45:35.3,Customer_142,West,Main Course,Sushi,1,820,820
1529,02:45.1,Customer_267,South,Main Course,Steak,5,171,855
1530,19:55.0,Customer_249,North,Fast Food,Noodles,5,888,4440
1531,37:04.9,Customer_123,North,Main Course,Steak,2,373,746
1532,54:14.7,Customer_141,East,Fast Food,Sandwich,2,419,838
1533,11:24.6,Customer_226,West,Asian,Sandwich,2,437,874
1534,28:34.4,Customer_40,West,Healthy,Salad,5,465,2325
1535,45:44.3,Customer_147,West,Continental,Curry,3,594,1782
1536,02:54.1,Customer_121,West,Continental,Pasta,5,706,3530
1537,20:04.0,Customer_140,North,Healthy,Burger,3,265,795
1538,37:13.9,Customer_172,South,Fast Food,Pasta,3,643,1929
1539,54:23.7,Customer_164,East,Healthy,Pasta,2,110,220
1540,11:33.6,Customer_277,North,Fast Food,Noodles,4,400,1600
1541,28:43.4,Customer_42,West,Healthy,Burger,1,828,828
1542,45:53.3,Customer_71,West,Main Course,Tacos,2,900,1800
1543,03:03.2,Customer_78,East,Main Course,Pizza,2,201,402
1544,20:13.0,Customer_119,South,Healthy,Tacos,4,524,2096
1545,37:22.9,Customer_197,South,Asian,Salad,1,491,491
1546,54:32.7,Customer_79,South,Healthy,Noodles,5,878,4390
1547,11:42.6,Customer_110,West,Continental,Salad,5,313,1565
1548,28:52.4,Customer_33,North,Main Course,Pasta,2,790,1580
1549,46:02.3,Customer_213,North,Healthy,Pasta,1,187,187
1550,03:12.2,Customer_209,South,Continental,Steak,2,652,1304
1551,20:22.0,Customer_170,East,Main Course,Salad,3,500,1500
1552,37:31.9,Customer_278,South,Asian,Pizza,2,687,1374
1553,54:41.7,Customer_239,South,Asian,Sushi,2,988,1976
1554,11:51.6,Customer_213,East,Continental,Curry,5,145,725
1555,29:01.5,Customer_32,South,Healthy,Pasta,5,771,3855
1556,46:11.3,Customer_106,East,Main Course,Pizza,5,562,2810
1557,03:21.2,Customer_216,East,Asian,Pasta,3,691,2073
1558,20:31.0,Customer_200,North,Continental,Sushi,5,409,2045
1559,37:40.9,Customer_300,East,Fast Food,Steak,1,185,185
1560,54:50.7,Customer_11,South,Healthy,Pizza,4,191,764
1561,12:00.6,Customer_295,East,Fast Food,Steak,1,759,759
1562,29:10.5,Customer_195,South,Healthy,Salad,1,772,772
1563,46:20.3,Customer_245,East,Main Course,Curry,5,813,4065
1564,03:30.2,Customer_4,North,Continental,Steak,4,341,1364
1565,20:40.0,Customer_181,South,Main Course,Noodles,4,964,3856
1566,37:49.9,Customer_153,South,Fast Food,Sushi,4,101,404
1567,54:59.7,Customer_200,South,Continental,Burger,3,324,972
1568,12:09.6,Customer_215,East,Main Course,Sushi,5,900,4500
1569,29:19.5,Customer_276,North,Main Course,Noodles,4,844,3376
1570,46:29.3,Customer_280,North,Main Course,Sandwich,3,688,2064
1571,03:39.2,Customer_113,North,Fast Food,Pasta,2,215,430
1572,20:49.0,Customer_250,North,Main Course,Noodles,2,765,1530
1573,37:58.9,Customer_113,East,Asian,Burger,3,202,606
1574,55:08.8,Customer_140,South,Healthy,Noodles,3,293,879
1575,12:18.6,Customer_224,West,Asian,Pasta,5,265,1325
1576,29:28.5,Customer_249,North,Fast Food,Tacos,5,970,4850
1577,46:38.3,Customer_15,West,Fast Food,Noodles,2,189,378
1578,03:48.2,Customer_200,East,Main Course,Noodles,4,785,3140
1579,20:58.0,Customer_173,East,Continental,Tacos,2,221,442
1580,38:07.9,Customer_208,West,Asian,Burger,4,242,968
1581,55:17.8,Customer_85,South,Fast Food,Sushi,4,205,820
1582,12:27.6,Customer_240,West,Healthy,Sandwich,5,986,4930
1583,29:37.5,Customer_66,East,Fast Food,Sandwich,1,527,527
1584,46:47.3,Customer_274,West,Asian,Sushi,1,404,404
1585,03:57.2,Customer_14,North,Healthy,Sushi,3,971,2913
1586,21:07.1,Customer_202,North,Healthy,Sushi,5,416,2080
1587,38:16.9,Customer_289,South,Main Course,Salad,4,734,2936
1588,55:26.8,Customer_14,West,Continental,Sandwich,1,108,108
1589,12:36.6,Customer_43,West,Healthy,Steak,4,873,3492
1590,29:46.5,Customer_220,West,Main Course,Noodles,1,172,172
1591,46:56.3,Customer_70,West,Continental,Curry,1,458,458
1592,04:06.2,Customer_237,South,Main Course,Noodles,1,322,322
1593,21:16.1,Customer_94,East,Fast Food,Pizza,5,515,2575
1594,38:25.9,Customer_26,South,Fast Food,Burger,2,652,1304
1595,55:35.8,Customer_134,East,Continental,Sushi,4,469,1876
1596,12:45.6,Customer_195,East,Main Course,Curry,5,815,4075
1597,29:55.5,Customer_168,East,Asian,Sandwich,5,363,1815
1598,47:05.4,Customer_109,West,Main Course,Steak,5,939,4695
1599,04:15.2,Customer_233,South,Asian,Steak,5,789,3945
1600,21:25.1,Customer_168,East,Healthy,Sandwich,5,959,4795
1601,38:34.9,Customer_173,North,Healthy,Pizza,3,417,1251
1602,55:44.8,Customer_195,East,Healthy,Sushi,4,183,732
1603,12:54.6,Customer_143,South,Main Course,Tacos,5,417,2085
1604,30:04.5,Customer_216,West,Continental,Burger,4,210,840
1605,47:14.4,Customer_130,North,Asian,Tacos,3,350,1050
1606,04:24.2,Customer_42,East,Main Course,Salad,3,482,1446
1607,21:34.1,Customer_241,West,Healthy,Noodles,4,106,424
1608,38:43.9,Customer_10,South,Fast Food,Salad,1,558,558
1609,55:53.8,Customer_277,South,Healthy,Pizza,2,183,366
1610,13:03.7,Customer_27,North,Continental,Noodles,1,307,307
1611,30:13.5,Customer_180,North,Healthy,Sushi,1,999,999
1612,47:23.4,Customer_115,East,Continental,Noodles,1,489,489
1613,04:33.2,Customer_36,West,Fast Food,Noodles,5,413,2065
1614,21:43.1,Customer_21,West,Asian,Curry,3,121,363
1615,38:52.9,Customer_16,South,Healthy,Curry,1,509,509
1616,56:02.8,Customer_127,South,Continental,Pizza,3,994,2982
1617,13:12.7,Customer_103,East,Asian,Salad,4,614,2456
1618,30:22.5,Customer_11,East,Fast Food,Sandwich,2,226,452
1619,47:32.4,Customer_79,South,Continental,Sushi,4,908,3632
1620,04:42.2,Customer_123,South,Fast Food,Noodles,4,799,3196
1621,21:52.1,Customer_65,West,Fast Food,Burger,5,973,4865
1622,39:02.0,Customer_243,West,Main Course,Burger,2,113,226
1623,56:11.8,Customer_59,West,Asian,Pasta,4,111,444
1624,13:21.7,Customer_289,East,Main Course,Noodles,4,186,744
1625,30:31.5,Customer_112,West,Fast Food,Noodles,2,623,1246
1626,47:41.4,Customer_239,North,Continental,Pizza,2,636,1272
1627,04:51.2,Customer_132,North,Healthy,Burger,4,400,1600
1628,22:01.1,Customer_189,West,Main Course,Sandwich,2,342,684
1629,39:11.0,Customer_86,West,Healthy,Sandwich,4,221,884
1630,56:20.8,Customer_59,South,Main Course,Tacos,4,246,984
1631,13:30.7,Customer_84,South,Asian,Burger,5,666,3330
1632,30:40.5,Customer_160,East,Healthy,Sandwich,1,849,849
1633,47:50.4,Customer_56,North,Main Course,Noodles,4,455,1820
1634,05:00.2,Customer_297,North,Fast Food,Tacos,3,784,2352
1635,22:10.1,Customer_14,East,Continental,Burger,1,832,832
1636,39:20.0,Customer_160,West,Fast Food,Pasta,1,730,730
1637,56:29.8,Customer_295,West,Asian,Pizza,1,408,408
1638,13:39.7,Customer_193,East,Asian,Curry,5,794,3970
1639,30:49.5,Customer_204,North,Main Course,Sushi,4,387,1548
1640,47:59.4,Customer_102,North,Fast Food,Pizza,5,406,2030
1641,05:09.3,Customer_39,West,Healthy,Burger,4,911,3644
1642,22:19.1,Customer_125,South,Main Course,Burger,5,693,3465
1643,39:29.0,Customer_53,East,Main Course,Pizza,5,822,4110
1644,56:38.8,Customer_155,East,Fast Food,Pasta,3,761,2283
1645,13:48.7,Customer_62,West,Continental,Salad,5,648,3240
1646,30:58.5,Customer_290,East,Asian,Noodles,2,451,902
1647,48:08.4,Customer_22,North,Healthy,Burger,3,411,1233
1648,05:18.3,Customer_178,West,Asian,Steak,5,972,4860
1649,22:28.1,Customer_273,North,Main Course,Sandwich,1,158,158
1650,39:38.0,Customer_220,South,Continental,Salad,2,742,1484
1651,56:47.8,Customer_190,East,Main Course,Tacos,2,813,1626
1652,13:57.7,Customer_36,East,Continental,Tacos,2,854,1708
1653,31:07.6,Customer_260,North,Fast Food,Curry,3,134,402
1654,48:17.4,Customer_175,West,Asian,Tacos,5,544,2720
1655,05:27.3,Customer_7,West,Main Course,Tacos,5,192,960
1656,22:37.1,Customer_216,East,Continental,Sushi,1,306,306
1657,39:47.0,Customer_251,North,Continental,Pizza,1,452,452
1658,56:56.8,Customer_55,South,Main Course,Tacos,2,431,862
1659,14:06.7,Customer_222,North,Asian,Burger,1,916,916
1660,31:16.6,Customer_186,West,Fast Food,Noodles,3,961,2883
1661,48:26.4,Customer_236,East,Fast Food,Pizza,5,824,4120
1662,05:36.3,Customer_79,East,Healthy,Steak,2,258,516
1663,22:46.1,Customer_223,East,Healthy,Burger,1,123,123
1664,39:56.0,Customer_91,South,Healthy,Steak,3,503,1509
1665,57:05.9,Customer_268,South,Asian,Pizza,3,904,2712
1666,14:15.7,Customer_139,West,Healthy,Burger,1,615,615
1667,31:25.6,Customer_276,North,Healthy,Sushi,5,831,4155
1668,48:35.4,Customer_248,North,Asian,Noodles,1,463,463
1669,05:45.3,Customer_239,North,Healthy,Burger,2,481,962
1670,22:55.1,Customer_224,South,Fast Food,Salad,1,631,631
1671,40:05.0,Customer_138,East,Main Course,Salad,3,251,753
1672,57:14.9,Customer_166,West,Fast Food,Steak,1,661,661
1673,14:24.7,Customer_126,West,Fast Food,Burger,5,788,3940
1674,31:34.6,Customer_45,South,Continental,Salad,4,707,2828
1675,48:44.4,Customer_143,South,Main Course,Curry,1,716,716
1676,05:54.3,Customer_231,East,Fast Food,Tacos,5,519,2595
1677,23:04.2,Customer_125,East,Main Course,Tacos,5,349,1745
1678,40:14.0,Customer_238,South,Fast Food,Pizza,3,216,648
1679,57:23.9,Customer_292,West,Asian,Curry,5,965,4825
1680,14:33.7,Customer_195,East,Asian,Pasta,5,611,3055
1681,31:43.6,Customer_173,East,Healthy,Noodles,5,839,4195
1682,48:53.4,Customer_15,West,Asian,Sandwich,5,677,3385
1683,06:03.3,Customer_254,East,Main Course,Pasta,2,434,868
1684,23:13.2,Customer_167,West,Continental,Tacos,2,517,1034
1685,40:23.0,Customer_94,North,Healthy,Noodles,3,873,2619
1686,57:32.9,Customer_250,East,Fast Food,Salad,1,394,394
1687,14:42.7,Customer_109,East,Asian,Pasta,5,854,4270
1688,31:52.6,Customer_182,North,Healthy,Salad,1,470,470
1689,49:02.5,Customer_133,West,Asian,Sushi,1,285,285
1690,06:12.3,Customer_175,East,Healthy,Pizza,3,345,1035
1691,23:22.2,Customer_144,North,Main Course,Noodles,5,736,3680
1692,40:32.0,Customer_142,West,Main Course,Noodles,5,367,1835
1693,57:41.9,Customer_285,East,Fast Food,Pasta,4,742,2968
1694,14:51.7,Customer_6,South,Healthy,Burger,1,336,336
1695,32:01.6,Customer_265,North,Continental,Pizza,1,629,629
1696,49:11.5,Customer_98,West,Main Course,Pizza,2,651,1302
1697,06:21.3,Customer_44,South,Fast Food,Steak,4,120,480
1698,23:31.2,Customer_124,West,Healthy,Steak,2,836,1672
1699,40:41.0,Customer_209,South,Fast Food,Tacos,2,966,1932
1700,57:50.9,Customer_251,South,Main Course,Noodles,2,893,1786
1701,15:00.8,Customer_285,North,Fast Food,Noodles,3,619,1857
1702,32:10.6,Customer_124,North,Healthy,Burger,3,199,597
1703,49:20.5,Customer_244,South,Asian,Salad,2,851,1702
1704,06:30.3,Customer_252,North,Continental,Sandwich,4,577,2308
1705,23:40.2,Customer_230,West,Main Course,Sushi,1,698,698
1706,40:50.0,Customer_9,East,Healthy,Sandwich,4,397,1588
1707,57:59.9,Customer_48,West,Healthy,Tacos,5,625,3125
1708,15:09.8,Customer_151,South,Fast Food,Noodles,3,433,1299
1709,32:19.6,Customer_114,West,Main Course,Pasta,1,101,101
1710,49:29.5,Customer_208,South,Asian,Pasta,1,474,474
1711,06:39.3,Customer_125,West,Asian,Pasta,5,392,1960
1712,23:49.2,Customer_157,West,Continental,Sandwich,5,936,4680
1713,40:59.0,Customer_298,North,Continental,Steak,2,652,1304
1714,58:08.9,Customer_189,South,Fast Food,Salad,3,417,1251
1715,15:18.8,Customer_243,South,Main Course,Sandwich,3,601,1803
1716,32:28.6,Customer_284,East,Asian,Burger,4,927,3708
1717,49:38.5,Customer_272,West,Main Course,Pasta,2,480,960
1718,06:48.3,Customer_177,West,Fast Food,Steak,2,722,1444
1719,23:58.2,Customer_218,East,Main Course,Pizza,2,113,226
1720,41:08.1,Customer_282,South,Main Course,Noodles,2,603,1206
1721,58:17.9,Customer_170,West,Main Course,Curry,3,330,990
1722,15:27.8,Customer_181,East,Fast Food,Noodles,3,183,549
1723,32:37.6,Customer_233,East,Fast Food,Burger,2,229,458
1724,49:47.5,Customer_139,East,Fast Food,Salad,4,842,3368
1725,06:57.3,Customer_157,West,Asian,Burger,1,937,937
1726,24:07.2,Customer_129,South,Healthy,Salad,1,244,244
1727,41:17.1,Customer_119,South,Main Course,Burger,4,990,3960
1728,58:26.9,Customer_62,East,Continental,Sandwich,2,956,1912
1729,15:36.8,Customer_99,East,Continental,Steak,3,127,381
1730,32:46.6,Customer_162,South,Healthy,Curry,1,165,165
1731,49:56.5,Customer_62,East,Main Course,Sushi,5,262,1310
1732,07:06.4,Customer_275,East,Main Course,Sushi,5,328,1640
1733,24:16.2,Customer_95,South,Main Course,Pasta,4,360,1440
1734,41:26.1,Customer_99,West,Fast Food,Sandwich,2,548,1096
1735,58:35.9,Customer_111,East,Asian,Burger,1,523,523
1736,15:45.8,Customer_248,West,Fast Food,Salad,2,559,1118
1737,32:55.6,Customer_142,East,Main Course,Steak,1,775,775
1738,50:05.5,Customer_269,East,Healthy,Burger,4,400,1600
1739,07:15.4,Customer_145,East,Main Course,Sandwich,4,402,1608
1740,24:25.2,Customer_52,North,Main Course,Sushi,5,386,1930
1741,41:35.1,Customer_100,West,Asian,Curry,2,494,988
1742,58:44.9,Customer_152,West,Main Course,Curry,5,109,545
1743,15:54.8,Customer_117,East,Fast Food,Sushi,2,806,1612
1744,33:04.7,Customer_185,South,Continental,Steak,5,729,3645
1745,50:14.5,Customer_92,East,Asian,Salad,3,369,1107
1746,07:24.4,Customer_155,North,Asian,Steak,3,691,2073
1747,24:34.2,Customer_8,East,Asian,Pasta,3,704,2112
1748,41:44.1,Customer_274,North,Main Course,Steak,3,877,2631
1749,58:53.9,Customer_65,East,Asian,Steak,1,943,943
1750,16:03.8,Customer_141,West,Asian,Sushi,3,961,2883
1751,33:13.7,Customer_24,East,Fast Food,Sushi,4,460,1840
1752,50:23.5,Customer_28,West,Healthy,Tacos,4,356,1424
1753,07:33.4,Customer_284,South,Fast Food,Pasta,1,232,232
1754,24:43.2,Customer_150,South,Fast Food,Pizza,3,375,1125
1755,41:53.1,Customer_65,East,Healthy,Sushi,3,875,2625
1756,59:03.0,Customer_252,East,Healthy,Sandwich,3,782,2346
1757,16:12.8,Customer_53,South,Asian,Sandwich,5,612,3060
1758,33:22.7,Customer_7,North,Fast Food,Tacos,2,412,824
1759,50:32.5,Customer_294,South,Main Course,Salad,5,675,3375
1760,07:42.4,Customer_146,South,Continental,Sushi,2,985,1970
1761,24:52.2,Customer_241,North,Continental,Pasta,3,383,1149
1762,42:02.1,Customer_246,South,Continental,Sushi,3,220,660
1763,59:12.0,Customer_226,South,Fast Food,Curry,5,206,1030
1764,16:21.8,Customer_175,North,Healthy,Curry,5,786,3930
1765,33:31.7,Customer_95,North,Asian,Curry,2,303,606
1766,50:41.5,Customer_27,West,Asian,Sushi,4,264,1056
1767,07:51.4,Customer_130,East,Continental,Salad,2,404,808
1768,25:01.3,Customer_245,West,Asian,Curry,5,596,2980
1769,42:11.1,Customer_59,North,Main Course,Noodles,5,731,3655
1770,59:21.0,Customer_34,South,Main Course,Burger,1,655,655
1771,16:30.8,Customer_206,North,Healthy,Pasta,5,923,4615
1772,33:40.7,Customer_252,South,Asian,Steak,1,255,255
1773,50:50.5,Customer_38,West,Fast Food,Burger,4,466,1864
1774,08:00.4,Customer_296,West,Asian,Salad,2,818,1636
1775,25:10.3,Customer_28,West,Fast Food,Pasta,2,719,1438
1776,42:20.1,Customer_78,South,Continental,Noodles,1,350,350
1777,59:30.0,Customer_77,East,Fast Food,Sandwich,2,981,1962
1778,16:39.8,Customer_289,East,Continental,Salad,5,433,2165
1779,33:49.7,Customer_156,East,Main Course,Burger,3,741,2223
1780,50:59.5,Customer_44,North,Asian,Burger,1,610,610
1781,08:09.4,Customer_128,North,Healthy,Pizza,2,392,784
1782,25:19.3,Customer_61,South,Asian,Noodles,1,119,119
1783,42:29.1,Customer_286,North,Continental,Pizza,1,381,381
1784,59:39.0,Customer_214,South,Asian,Steak,3,896,2688
1785,16:48.8,Customer_116,West,Healthy,Steak,5,100,500
1786,33:58.7,Customer_268,South,Continental,Tacos,1,218,218
1787,51:08.6,Customer_195,North,Continental,Steak,2,134,268
1788,08:18.4,Customer_231,West,Healthy,Sandwich,4,297,1188
1789,25:28.3,Customer_227,West,Asian,Pizza,1,584,584
1790,42:38.1,Customer_153,South,Healthy,Noodles,1,856,856
1791,59:48.0,Customer_220,East,Fast Food,Salad,3,158,474
1792,16:57.8,Customer_157,North,Main Course,Noodles,5,936,4680
1793,34:07.7,Customer_292,North,Healthy,Noodles,4,260,1040
1794,51:17.6,Customer_31,East,Continental,Curry,2,790,1580
1795,08:27.4,Customer_51,North,Fast Food,Pasta,4,305,1220
1796,25:37.3,Customer_107,East,Main Course,Sushi,2,111,222
1797,42:47.1,Customer_109,East,Healthy,Tacos,5,589,2945
1798,59:57.0,Customer_136,West,Main Course,Sandwich,2,375,750
1799,17:06.9,Customer_42,West,Asian,Steak,3,792,2376
1800,34:16.7,Customer_81,South,Continental,Salad,3,341,1023
1801,51:26.6,Customer_123,West,Healthy,Pasta,3,315,945
1802,08:36.4,Customer_89,East,Continental,Curry,3,350,1050
1803,25:46.3,Customer_283,South,Fast Food,Noodles,4,910,3640
1804,42:56.1,Customer_39,North,Fast Food,Noodles,5,225,1125
1805,00:06.0,Customer_81,East,Main Course,Burger,2,316,632
1806,17:15.9,Customer_2,South,Fast Food,Tacos,2,405,810
1807,34:25.7,Customer_210,West,Fast Food,Sushi,3,896,2688
1808,51:35.6,Customer_231,East,Healthy,Noodles,3,284,852
1809,08:45.4,Customer_241,South,Continental,Pizza,1,138,138
1810,25:55.3,Customer_150,North,Main Course,Sandwich,5,322,1610
1811,43:05.2,Customer_17,East,Fast Food,Steak,4,283,1132
1812,00:15.0,Customer_119,East,Continental,Pasta,2,594,1188
1813,17:24.9,Customer_148,South,Asian,Noodles,1,526,526
1814,34:34.7,Customer_145,South,Healthy,Pasta,1,277,277
1815,51:44.6,Customer_233,West,Fast Food,Curry,2,527,1054
1816,08:54.4,Customer_37,West,Fast Food,Pasta,4,393,1572
1817,26:04.3,Customer_120,East,Fast Food,Pasta,1,951,951
1818,43:14.2,Customer_136,North,Continental,Steak,1,250,250
1819,00:24.0,Customer_102,West,Healthy,Steak,5,483,2415
1820,17:33.9,Customer_218,North,Healthy,Pasta,4,737,2948
1821,34:43.7,Customer_59,South,Continental,Curry,1,912,912
1822,51:53.6,Customer_279,South,Main Course,Sushi,4,407,1628
1823,09:03.5,Customer_116,West,Healthy,Pizza,2,435,870
1824,26:13.3,Customer_77,East,Continental,Sandwich,3,845,2535
1825,43:23.2,Customer_137,South,Continental,Curry,1,991,991
1826,00:33.0,Customer_73,North,Fast Food,Sandwich,5,474,2370
1827,17:42.9,Customer_37,East,Continental,Burger,2,107,214
1828,34:52.7,Customer_31,West,Fast Food,Salad,4,440,1760
1829,52:02.6,Customer_85,South,Asian,Sushi,2,228,456
1830,09:12.5,Customer_158,West,Continental,Sandwich,1,875,875
1831,26:22.3,Customer_292,East,Healthy,Pizza,4,768,3072
1832,43:32.2,Customer_148,East,Fast Food,Sandwich,3,451,1353
1833,00:42.0,Customer_225,East,Asian,Noodles,2,457,914
1834,17:51.9,Customer_64,North,Main Course,Sushi,1,616,616
1835,35:01.8,Customer_240,East,Main Course,Tacos,5,594,2970
1836,52:11.6,Customer_156,East,Main Course,Curry,4,185,740
1837,09:21.5,Customer_207,South,Fast Food,Curry,2,274,548
1838,26:31.3,Customer_140,North,Continental,Pizza,2,901,1802
1839,43:41.2,Customer_257,North,Fast Food,Pizza,3,292,876
1840,00:51.0,Customer_277,West,Main Course,Sushi,3,410,1230
1841,18:00.9,Customer_253,East,Continental,Burger,5,218,1090
1842,35:10.8,Customer_225,South,Asian,Noodles,5,317,1585
